"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"29/08/2025","1.780","1.800","1.800","1.780","0,83K","-1,11%"
"28/08/2025","1.800","1.890","1.890","1.800","0,46K","-4,76%"
"27/08/2025","1.890","1.780","1.890","1.780","1,43K","6,18%"
"26/08/2025","1.780","1.900","1.900","1.780","2,45K","-6,32%"
"25/08/2025","1.900","1.900","1.900","1.900","0,43K","0,00%"
"22/08/2025","1.900","1.955","1.955","1.900","10,91K","-2,81%"
"21/08/2025","1.955","1.905","1.955","1.905","6,56K","2,62%"
"20/08/2025","1.905","1.785","1.905","1.785","9,47K","6,72%"
"19/08/2025","1.785","1.665","1.785","1.665","6,73K","7,21%"
"18/08/2025","1.665","1.555","1.665","1.555","0,36K","7,07%"
"14/08/2025","1.555","1.550","1.555","1.550","5,31K","0,32%"
"13/08/2025","1.550","1.500","1.550","1.500","0,11K","3,33%"
"12/08/2025","1.500","1.500","1.500","1.500","3,48K","0,00%"
"11/08/2025","1.500","1.400","1.500","1.400","2,26K","7,14%"
"08/08/2025","1.400","1.370","1.400","1.370","3,91K","2,19%"
"06/08/2025","1.370","1.340","1.370","1.340","0,15K","2,24%"
"05/08/2025","1.340","1.250","1.340","1.250","1,21K","7,20%"
"04/08/2025","1.250","1.300","1.300","1.250","0,61K","-3,85%"
"01/08/2025","1.300","1.300","1.300","1.300","0,11K","0,00%"
