"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"29/08/2025","600","595","600","595","5,35K","0,84%"
"28/08/2025","595","575","595","575","3,11K","3,48%"
"27/08/2025","575","585","585","575","2,80K","-1,71%"
"26/08/2025","585","595","595","585","0,95K","-1,68%"
"25/08/2025","595","590","595","590","1,67K","0,85%"
"22/08/2025","590","590","590","590","2,56K","0,00%"
"21/08/2025","590","590","590","590","6,65K","0,00%"
"20/08/2025","590","550","590","550","1,77K","7,27%"
"19/08/2025","550","540","550","540","3,15K","1,85%"
"18/08/2025","540","545","545","540","3,69K","-0,92%"
"14/08/2025","545","545","545","545","0,37K","0,00%"
"13/08/2025","545","545","545","545","15,56K","0,00%"
"12/08/2025","545","550","550","545","0,57K","-0,91%"
"11/08/2025","550","540","550","540","0,95K","1,85%"
"08/08/2025","540","540","540","540","0,11K","0,00%"
"06/08/2025","540","550","550","540","0,22K","-1,82%"
"05/08/2025","550","525","550","525","1,74K","4,76%"
"04/08/2025","525","520","525","520","0,43K","0,96%"
"01/08/2025","520","510","520","510","0,24K","1,96%"
