"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"24/10/2025","14.100","14.175","14.175","14.100","11,99K","-0,53%"
"23/10/2025","14.175","14.000","14.175","14.000","0,34K","1,25%"
"22/10/2025","14.000","14.000","14.000","14.000","0,50K","0,00%"
"21/10/2025","14.000","14.000","14.000","14.000","1,60K","0,00%"
"20/10/2025","14.000","13.750","14.000","13.750","2,28K","1,38%"
"17/10/2025","13.810","13.750","13.810","13.750","0,85K","0,44%"
"16/10/2025","13.750","14.300","14.300","13.750","2,49K","-3,85%"
"15/10/2025","14.300","13.500","14.300","13.500","8,84K","5,93%"
"14/10/2025","13.500","13.600","13.600","13.500","0,96K","1,89%"
"13/10/2025","13.250","13.200","13.250","13.200","0,57K","0,38%"
"10/10/2025","13.200","13.200","13.200","13.200","0,75K","0,38%"
"09/10/2025","13.150","13.100","13.150","13.100","1,19K","0,54%"
"08/10/2025","13.080","13.100","13.100","13.080","0,34K","0,62%"
"07/10/2025","13.000","12.505","13.000","12.505","0,96K","3,96%"
"06/10/2025","12.505","12.710","12.710","12.505","6,16K","-1,61%"
"03/10/2025","12.710","13.200","13.200","12.710","0,72K","-2,23%"
